date,state,cases_new,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly
2021-03-21,Selangor,356,353,3,0,0,27,11,277,24
2021-03-21,Terengganu,18,17,1,0,0,4,1,11,2
2021-03-21,W.P. Kuala Lumpur,115,115,0,0,0,0,3,112,0
2021-03-21,W.P. Labuan,0,0,0,0,0,0,0,0,0
2021-03-21,W.P. Putrajaya,3,3,0,0,0,0,0,3,0
2021-03-22,Johor,86,86,0,0,0,10,6,66,4
2021-03-22,Kedah,27,27,0,0,0,1,1,20,4
2021-03-22,Kelantan,44,44,0,0,0,4,4,28,8
2021-03-22,Melaka,12,12,0,0,0,1,0,11,0
2021-03-22,Negeri Sembilan,41,41,0,0,0,2,3,36,0
2021-03-22,Pahang,42,42,0,0,0,12,3,23,4
2021-03-22,Perak,39,39,0,0,0,2,0,36,1
2021-03-22,Perlis,0,0,0,0,0,0,0,0,0
2021-03-22,Pulau Pinang,88,86,2,0,0,12,2,69,5
2021-03-22,Sabah,36,36,0,0,0,5,7,18,6
2021-03-22,Sarawak,124,122,2,0,0,18,9,88,7
2021-03-22,Selangor,403,402,1,0,0,22,9,345,17
2021-03-22,Terengganu,3,3,0,0,0,1,0,2,0
2021-03-22,W.P. Kuala Lumpur,158,157,1,0,0,4,3,148,3
2021-03-22,W.P. Labuan,8,8,0,0,0,0,0,8,0
2021-03-22,W.P. Putrajaya,5,5,0,0,0,0,0,5,0
2021-03-23,Johor,161,159,2,0,0,8,8,140,5
2021-03-23,Kedah,51,48,3,0,0,3,3,31,13
2021-03-23,Kelantan,65,65,0,0,0,9,7,42,7
2021-03-23,Melaka,45,45,0,0,0,0,0,45,0
2021-03-23,Negeri Sembilan,10,10,0,0,0,0,0,8,2
2021-03-23,Pahang,38,37,1,0,0,13,3,17,5
2021-03-23,Perak,4,3,1,0,0,0,0,4,0
2021-03-23,Perlis,0,0,0,0,0,0,0,0,0
2021-03-23,Pulau Pinang,100,99,1,0,0,4,4,88,4
2021-03-23,Sabah,60,58,2,0,0,6,7,41,6
2021-03-23,Sarawak,140,135,5,0,0,26,8,85,16
2021-03-23,Selangor,625,623,2,0,0,33,18,534,27
2021-03-23,Terengganu,7,7,0,0,0,1,2,4,0
2021-03-23,W.P. Kuala Lumpur,64,60,3,1,0,8,2,43,11
2021-03-23,W.P. Labuan,14,14,0,0,0,0,0,14,0
2021-03-23,W.P. Putrajaya,0,0,0,0,0,0,0,0,0
2021-03-24,Johor,135,134,1,0,0,19,8,103,4
2021-03-24,Kedah,49,48,1,0,0,3,5,35,6
2021-03-24,Kelantan,49,45,4,0,0,6,5,34,4
2021-03-24,Melaka,52,52,0,0,0,2,1,49,0
2021-03-24,Negeri Sembilan,59,58,1,0,0,0,0,59,0
2021-03-24,Pahang,43,43,0,0,0,4,16,20,3
2021-03-24,Perak,42,41,1,0,0,9,0,28,5
2021-03-24,Perlis,0,0,0,0,0,0,0,0,0
2021-03-24,Pulau Pinang,99,98,1,0,0,5,2,87,5
2021-03-24,Sabah,45,42,3,0,0,4,1,36,4
2021-03-24,Sarawak,141,140,1,0,0,31,9,88,9
2021-03-24,Selangor,490,487,3,0,0,43,17,395,24
2021-03-24,Terengganu,4,4,0,0,0,0,0,4,0
2021-03-24,W.P. Kuala Lumpur,53,52,1,0,0,1,0,44,8
2021-03-24,W.P. Labuan,1,1,0,0,0,0,0,1,0
2021-03-24,W.P. Putrajaya,6,6,0,0,0,1,0,5,0
2021-03-25,Johor,129,129,0,0,0,8,3,111,7
2021-03-25,Kedah,44,43,1,0,0,13,3,23,4
2021-03-25,Kelantan,63,58,5,0,0,15,3,38,7
2021-03-25,Melaka,32,32,0,0,0,1,2,29,0
2021-03-25,Negeri Sembilan,49,49,0,0,0,4,0,35,6
2021-03-25,Pahang,10,10,0,0,0,2,0,6,2
2021-03-25,Perak,71,69,2,0,0,4,5,54,8
2021-03-25,Perlis,0,0,0,0,0,0,0,0,0
2021-03-25,Pulau Pinang,113,111,2,0,0,17,4,86,6
2021-03-25,Sabah,70,68,2,0,0,19,7,37,7
2021-03-25,Sarawak,308,306,2,0,0,48,25,188,46
2021-03-25,Selangor,356,353,3,0,0,24,6,294,21
2021-03-25,Terengganu,6,6,0,0,0,2,0,4,0
2021-03-25,W.P. Kuala Lumpur,98,98,0,0,0,7,5,78,7
2021-03-25,W.P. Labuan,3,3,0,0,0,1,0,2,0
2021-03-25,W.P. Putrajaya,8,8,0,0,0,1,0,7,0
2021-03-26,Johor,120,120,0,0,0,16,6,89,9
2021-03-26,Kedah,27,27,0,0,0,3,2,19,3
2021-03-26,Kelantan,86,84,2,0,0,11,15,52,8
2021-03-26,Melaka,19,19,0,0,0,5,2,11,1
2021-03-26,Negeri Sembilan,12,12,0,0,0,1,0,8,3
2021-03-26,Pahang,6,6,0,0,0,1,0,5,0
2021-03-26,Perak,28,27,1,0,0,2,2,20,4
2021-03-26,Perlis,2,2,0,0,0,0,0,2,0
2021-03-26,Pulau Pinang,137,136,1,0,0,16,4,114,3
2021-03-26,Sabah,51,50,1,0,0,6,2,35,7
2021-03-26,Sarawak,213,213,0,0,0,39,9,136,28
2021-03-26,Selangor,478,474,4,0,0,43,24,351,29
2021-03-26,Terengganu,3,3,0,0,0,1,0,2,0
2021-03-26,W.P. Kuala Lumpur,86,84,1,1,0,6,6,69,3
2021-03-26,W.P. Labuan,5,5,0,0,0,2,0,3,0
2021-03-26,W.P. Putrajaya,2,2,0,0,0,0,0,2,0
2021-03-27,Johor,81,81,0,0,0,12,4,63,2
2021-03-27,Kedah,33,33,0,0,0,6,1,22,4
2021-03-27,Kelantan,138,137,1,0,0,41,21,71,5
2021-03-27,Melaka,36,36,0,0,0,7,3,23,3
2021-03-27,Negeri Sembilan,43,41,2,0,0,7,0,36,0
2021-03-27,Pahang,30,30,0,0,0,1,0,26,3
2021-03-27,Perak,9,9,0,0,0,1,1,6,1
2021-03-27,Perlis,0,0,0,0,0,0,0,0,0
2021-03-27,Pulau Pinang,125,122,3,0,0,12,4,107,2
2021-03-27,Sabah,64,61,3,0,0,6,9,40,9
2021-03-27,Sarawak,267,266,1,0,0,37,38,164,28
2021-03-27,Selangor,283,281,2,0,0,46,18,166,17
2021-03-27,Terengganu,3,3,0,0,0,0,1,2,0
2021-03-27,W.P. Kuala Lumpur,84,84,0,0,0,9,2,70,3
2021-03-27,W.P. Labuan,2,2,0,0,0,0,0,2,0
2021-03-27,W.P. Putrajaya,1,1,0,0,0,0,0,1,0
2021-03-28,Johor,176,176,0,0,0,14,11,142,8
2021-03-28,Kedah,23,22,1,0,0,3,2,15,3
2021-03-28,Kelantan,34,34,0,0,0,7,2,20,5
2021-03-28,Melaka,5,5,0,0,0,0,1,4,0
2021-03-28,Negeri Sembilan,9,9,0,0,0,1,0,7,1
2021-03-28,Pahang,32,32,0,0,0,2,0,22,8
2021-03-28,Perak,23,23,0,0,0,4,2,11,6
2021-03-28,Perlis,0,0,0,0,0,0,0,0,0
2021-03-28,Pulau Pinang,212,212,0,0,0,3,6,195,8
2021-03-28,Sabah,38,37,1,0,0,3,4,27,4
2021-03-28,Sarawak,426,421,5,0,0,54,18,311,39
2021-03-28,Selangor,256,251,5,0,0,36,22,178,14
2021-03-28,Terengganu,2,2,0,0,0,0,0,1,1
2021-03-28,W.P. Kuala Lumpur,58,58,0,0,0,5,5,44,4
2021-03-28,W.P. Labuan,6,6,0,0,0,0,1,5,0
2021-03-28,W.P. Putrajaya,2,2,0,0,0,0,0,1,1
2021-03-29,Johor,171,171,0,0,0,12,5,148,6
2021-03-29,Kedah,13,13,0,0,0,6,0,7,0
2021-03-29,Kelantan,49,49,0,0,0,10,2,31,6
2021-03-29,Melaka,8,8,0,0,0,1,1,5,1
2021-03-29,Negeri Sembilan,18,17,1,0,0,3,3,11,1
2021-03-29,Pahang,5,5,0,0,0,0,0,5,0
2021-03-29,Perak,5,5,0,0,0,1,0,3,1
2021-03-29,Perlis,0,0,0,0,0,0,0,0,0
2021-03-29,Pulau Pinang,164,164,0,0,0,4,2,151,7
2021-03-29,Sabah,34,31,3,0,0,1,2,24,7
2021-03-29,Sarawak,192,189,3,0,0,31,18,119,22
2021-03-29,Selangor,219,216,3,0,0,24,14,155,17
2021-03-29,Terengganu,4,3,1,0,0,0,0,4,0
2021-03-29,W.P. Kuala Lumpur,57,56,1,0,0,3,5,43,6
2021-03-29,W.P. Labuan,1,1,0,0,0,0,0,1,0
2021-03-29,W.P. Putrajaya,1,1,0,0,0,0,0,1,0
2021-03-30,Johor,96,96,0,0,0,13,4,69,10
2021-03-30,Kedah,41,41,0,0,0,1,2,32,6
2021-03-30,Kelantan,44,43,1,0,0,6,1,27,10
2021-03-30,Melaka,6,6,0,0,0,0,0,6,0
2021-03-30,Negeri Sembilan,39,39,0,0,0,0,0,39,0
2021-03-30,Pahang,16,16,0,0,0,9,2,5,0
2021-03-30,Perak,44,44,0,0,0,2,2,37,3
2021-03-30,Perlis,1,1,0,0,0,0,0,1,0
2021-03-30,Pulau Pinang,194,192,2,0,0,11,6,175,2
2021-03-30,Sabah,41,40,1,0,0,5,5,29,2
2021-03-30,Sarawak,153,149,4,0,0,29,7,96,17
2021-03-30,Selangor,401,398,2,1,0,43,36,296,19
2021-03-30,Terengganu,2,1,1,0,0,0,0,2,0
2021-03-30,W.P. Kuala Lumpur,53,49,4,0,0,2,3,43,5
2021-03-30,W.P. Labuan,1,1,0,0,0,0,0,1,0
2021-03-30,W.P. Putrajaya,1,1,0,0,0,0,0,1,0
2021-03-31,Johor,86,83,3,0,0,10,6,66,4
2021-03-31,Kedah,37,36,1,0,0,4,3,29,1
2021-03-31,Kelantan,57,56,1,0,0,13,5,32,7
2021-03-31,Melaka,41,41,0,0,0,0,1,40,0
2021-03-31,Negeri Sembilan,32,32,0,0,0,2,0,28,2
2021-03-31,Pahang,36,36,0,0,0,8,16,11,1
2021-03-31,Perak,31,31,0,0,0,0,0,27,4
2021-03-31,Perlis,1,1,0,0,0,0,0,1,0
2021-03-31,Pulau Pinang,200,200,0,0,0,12,0,187,1
2021-03-31,Sabah,69,68,1,0,0,8,4,49,8
2021-03-31,Sarawak,176,171,5,0,0,27,13,117,18
2021-03-31,Selangor,661,653,8,0,0,50,36,539,29
2021-03-31,Terengganu,2,2,0,0,0,0,0,2,0
2021-03-31,W.P. Kuala Lumpur,42,41,1,0,0,7,0,28,7
2021-03-31,W.P. Labuan,8,8,0,0,0,0,0,8,0
2021-03-31,W.P. Putrajaya,3,3,0,0,0,0,1,2,0
2021-04-01,Johor,165,163,2,0,0,9,4,144,8
2021-04-01,Kedah,32,30,2,0,0,1,2,29,0
2021-04-01,Kelantan,27,27,0,0,0,6,4,16,1
2021-04-01,Melaka,9,9,0,0,0,0,2,6,1
2021-04-01,Negeri Sembilan,34,34,0,0,0,0,1,26,2
2021-04-01,Pahang,14,14,0,0,0,4,0,9,1
2021-04-01,Perak,31,31,0,0,0,3,3,21,3
2021-04-01,Perlis,0,0,0,0,0,0,0,0,0
2021-04-01,Pulau Pinang,190,190,0,0,0,9,3,172,6
2021-04-01,Sabah,86,86,0,0,0,12,12,50,12
2021-04-01,Sarawak,238,235,3,0,0,45,25,128,35
2021-04-01,Selangor,237,237,0,0,0,14,11,187,20
2021-04-01,Terengganu,6,6,0,0,0,0,0,5,1
2021-04-01,W.P. Kuala Lumpur,101,100,1,0,0,5,7,71,10
2021-04-01,W.P. Labuan,7,7,0,0,0,1,0,6,0
2021-04-01,W.P. Putrajaya,1,1,0,0,0,0,0,1,0
2021-04-02,Johor,103,102,1,0,0,15,1,78,9
2021-04-02,Kedah,21,21,0,0,0,4,0,12,5
2021-04-02,Kelantan,66,65,1,0,0,8,0,52,6
2021-04-02,Melaka,22,22,0,0,0,3,2,13,4
2021-04-02,Negeri Sembilan,31,31,0,0,0,3,0,24,4
2021-04-02,Pahang,57,57,0,0,0,3,0,51,3
2021-04-02,Perak,14,14,0,0,0,0,1,11,2
2021-04-02,Perlis,1,1,0,0,0,0,0,1,0
2021-04-02,Pulau Pinang,139,139,0,0,0,13,5,115,6
2021-04-02,Sabah,63,62,1,0,0,5,3,51,4
2021-04-02,Sarawak,217,215,2,0,0,36,22,131,23
2021-04-02,Selangor,455,453,2,0,0,23,21,303,30
2021-04-02,Terengganu,8,8,0,0,0,6,0,2,0
2021-04-02,W.P. Kuala Lumpur,88,87,1,0,0,6,4,67,11
2021-04-02,W.P. Labuan,4,4,0,0,0,0,0,4,0
2021-04-02,W.P. Putrajaya,5,5,0,0,0,0,1,4,0
2021-04-03,Johor,83,83,0,0,0,14,4,56,9
2021-04-03,Kedah,20,18,2,0,0,1,1,16,2
2021-04-03,Kelantan,64,64,0,0,0,16,6,32,10
2021-04-03,Melaka,20,20,0,0,0,0,6,14,0
2021-04-03,Negeri Sembilan,25,25,0,0,0,4,0,18,3
2021-04-03,Pahang,35,35,0,0,0,8,5,21,1
2021-04-03,Perak,494,494,0,0,0,0,0,494,0
2021-04-03,Perlis,0,0,0,0,0,0,0,0,0
2021-04-03,Pulau Pinang,92,89,3,0,0,7,2,76,7
2021-04-03,Sabah,73,72,1,0,0,9,6,52,6
2021-04-03,Sarawak,290,289,1,0,0,42,40,173,28
2021-04-03,Selangor,352,350,2,0,0,29,19,248,27
2021-04-03,Terengganu,4,4,0,0,0,0,1,3,0
2021-04-03,W.P. Kuala Lumpur,67,67,0,0,0,6,1,54,6
2021-04-03,W.P. Labuan,12,12,0,0,0,0,0,11,1
2021-04-03,W.P. Putrajaya,7,7,0,0,0,0,0,7,0
2021-04-04,Johor,95,94,1,0,0,10,6,76,2
2021-04-04,Kedah,32,32,0,0,0,2,1,29,0
2021-04-04,Kelantan,18,18,0,0,0,5,1,11,1
2021-04-04,Melaka,15,15,0,0,0,0,3,12,0
2021-04-04,Negeri Sembilan,20,20,0,0,0,0,3,14,3
2021-04-04,Pahang,11,11,0,0,0,2,1,6,2
2021-04-04,Perak,24,23,1,0,0,1,2,19,2
2021-04-04,Perlis,1,1,0,0,0,0,0,1,0
2021-04-04,Pulau Pinang,185,182,3,0,0,9,4,165,7
2021-04-04,Sabah,68,68,0,0,0,6,6,46,10
2021-04-04,Sarawak,419,416,3,0,0,47,24,148,41
2021-04-04,Selangor,343,343,0,0,0,37,15,262,27
2021-04-04,Terengganu,6,6,0,0,0,3,1,0,2
2021-04-04,W.P. Kuala Lumpur,73,73,0,0,0,6,3,61,3
2021-04-04,W.P. Labuan,22,22,0,0,0,3,0,19,0
2021-04-04,W.P. Putrajaya,17,17,0,0,0,0,1,16,0
2021-04-05,Johor,55,55,0,0,0,4,6,43,2
2021-04-05,Kedah,34,34,0,0,0,8,4,20,2
2021-04-05,Kelantan,31,31,0,0,0,9,2,19,1
2021-04-05,Melaka,25,25,0,0,0,4,7,14,0
2021-04-05,Negeri Sembilan,12,12,0,0,0,0,0,11,1
2021-04-05,Pahang,37,35,2,0,0,3,5,28,0
2021-04-05,Perak,8,8,0,0,0,0,0,8,0
2021-04-05,Perlis,2,2,0,0,0,0,0,2,0
2021-04-05,Pulau Pinang,133,133,0,0,0,6,4,114,9
2021-04-05,Sabah,65,63,2,0,0,5,5,50,5
2021-04-05,Sarawak,225,223,2,0,0,30,15,147,33
2021-04-05,Selangor,327,325,2,0,0,40,12,234,31
2021-04-05,Terengganu,3,3,0,0,0,1,0,0,2
2021-04-05,W.P. Kuala Lumpur,88,86,2,0,0,4,1,77,6
2021-04-05,W.P. Labuan,17,17,0,0,0,4,0,13,0
2021-04-05,W.P. Putrajaya,8,8,0,0,0,4,0,3,1
2021-04-06,Johor,98,98,0,0,0,6,7,80,5
2021-04-06,Kedah,27,27,0,0,0,2,2,20,3
2021-04-06,Kelantan,126,124,1,1,0,16,17,82,11
2021-04-06,Melaka,7,7,0,0,0,1,1,5,0
2021-04-06,Negeri Sembilan,14,14,0,0,0,1,0,12,1
2021-04-06,Pahang,11,11,0,0,0,1,1,8,1
2021-04-06,Perak,61,60,1,0,0,2,0,58,1
2021-04-06,Perlis,0,0,0,0,0,0,0,0,0
2021-04-06,Pulau Pinang,110,109,1,0,0,6,4,96,4
2021-04-06,Sabah,112,112,0,0,0,13,13,73,13
2021-04-06,Sarawak,385,379,6,0,0,48,26,170,20
2021-04-06,Selangor,242,241,1,0,0,20,17,192,11
2021-04-06,Terengganu,9,9,0,0,0,0,1,6,2
2021-04-06,W.P. Kuala Lumpur,87,87,0,0,0,4,1,77,5
2021-04-06,W.P. Labuan,8,8,0,0,0,0,3,5,0
2021-04-06,W.P. Putrajaya,3,3,0,0,0,0,1,2,0
2021-04-07,Johor,102,102,0,0,0,10,6,75,11
2021-04-07,Kedah,35,35,0,0,0,1,2,26,6
2021-04-07,Kelantan,38,36,2,0,0,5,3,28,2
2021-04-07,Melaka,13,13,0,0,0,2,3,8,0
2021-04-07,Negeri Sembilan,30,29,1,0,0,13,2,14,1
2021-04-07,Pahang,23,21,2,0,0,4,1,14,4
2021-04-07,Perak,24,24,0,0,0,1,1,20,2
2021-04-07,Perlis,0,0,0,0,0,0,0,0,0
2021-04-07,Pulau Pinang,93,93,0,0,0,4,6,78,5
2021-04-07,Sabah,60,60,0,0,0,6,2,46,6
2021-04-07,Sarawak,332,325,7,0,0,43,29,193,63
2021-04-07,Selangor,294,291,3,0,0,33,9,226,25
2021-04-07,Terengganu,10,10,0,0,0,0,1,8,1
2021-04-07,W.P. Kuala Lumpur,84,82,2,0,0,5,3,75,1
2021-04-07,W.P. Labuan,1,1,0,0,0,0,0,0,1
2021-04-07,W.P. Putrajaya,0,0,0,0,0,0,0,0,0
2021-04-08,Johor,101,101,0,0,0,7,4,87,3
2021-04-08,Kedah,31,31,0,0,0,1,1,25,4
2021-04-08,Kelantan,87,87,0,0,0,11,11,56,8
2021-04-08,Melaka,11,11,0,0,0,1,3,6,1
2021-04-08,Negeri Sembilan,12,12,0,0,0,0,1,9,2
2021-04-08,Pahang,12,12,0,0,0,1,1,10,0
2021-04-08,Perak,24,24,0,0,0,0,0,21,3
2021-04-08,Perlis,1,1,0,0,0,0,0,1,0
2021-04-08,Pulau Pinang,162,161,1,0,0,1,4,148,9
2021-04-08,Sabah,106,104,2,0,0,7,8,75,16
2021-04-08,Sarawak,211,208,3,0,0,30,19,137,24
2021-04-08,Selangor,374,370,4,0,0,21,17,311,21
2021-04-08,Terengganu,11,11,0,0,0,2,0,8,1
2021-04-08,W.P. Kuala Lumpur,120,117,1,2,0,7,8,99,6
2021-04-08,W.P. Labuan,3,3,0,0,0,0,0,3,0
2021-04-08,W.P. Putrajaya,19,19,0,0,0,1,0,18,0
2021-04-09,Johor,103,103,0,0,0,16,7,71,9
2021-04-09,Kedah,40,39,1,0,0,3,3,30,4
2021-04-09,Kelantan,143,141,1,1,0,25,15,83,20
2021-04-09,Melaka,34,34,0,0,0,2,6,23,3
2021-04-09,Negeri Sembilan,40,40,0,0,0,5,1,34,0
2021-04-09,Pahang,19,19,0,0,0,0,0,14,5
2021-04-09,Perak,29,29,0,0,0,2,1,24,2
2021-04-09,Perlis,0,0,0,0,0,0,0,0,0
2021-04-09,Pulau Pinang,176,175,1,0,0,5,4,155,12
2021-04-09,Sabah,139,136,3,0,0,23,17,78,20
2021-04-09,Sarawak,555,532,23,0,0,83,47,353,61
2021-04-09,Selangor,403,401,1,1,0,22,15,342,24
2021-04-09,Terengganu,29,28,1,0,0,5,0,20,4
2021-04-09,W.P. Kuala Lumpur,135,135,0,0,0,9,1,115,9
2021-04-09,W.P. Labuan,3,3,0,0,0,0,0,3,0
2021-04-09,W.P. Putrajaya,6,6,0,0,0,1,0,4,1
2021-04-10,Johor,80,80,0,0,0,4,5,64,7
2021-04-10,Kedah,59,58,1,0,0,6,0,49,4
2021-04-10,Kelantan,171,169,0,2,0,11,14,129,17
2021-04-10,Melaka,6,5,1,0,0,0,0,6,0
2021-04-10,Negeri Sembilan,28,28,0,0,0,2,0,23,3
2021-04-10,Pahang,13,13,0,0,0,0,0,13,0
2021-04-10,Perak,46,46,0,0,0,3,3,32,4
2021-04-10,Perlis,2,2,0,0,0,0,0,2,0
2021-04-10,Pulau Pinang,101,100,1,0,0,6,3,85,7
2021-04-10,Sabah,131,130,1,0,0,15,22,75,19
2021-04-10,Sarawak,296,291,5,0,0,41,28,186,38
2021-04-10,Selangor,415,413,2,0,0,52,28,301,31
2021-04-10,Terengganu,44,42,2,0,0,12,5,22,5
2021-04-10,W.P. Kuala Lumpur,106,106,0,0,0,7,4,81,14
2021-04-10,W.P. Labuan,2,2,0,0,0,0,0,2,0
2021-04-10,W.P. Putrajaya,10,10,0,0,0,0,3,7,0
2021-04-11,Johor,67,64,3,0,0,8,2,50,7
2021-04-11,Kedah,40,40,0,0,0,3,3,30,4
2021-04-11,Kelantan,98,95,1,2,0,15,9,64,10
2021-04-11,Melaka,59,59,0,0,0,2,8,49,0
2021-04-11,Negeri Sembilan,40,40,0,0,0,0,1,34,5
2021-04-11,Pahang,22,22,0,0,0,4,3,11,4
2021-04-11,Perak,50,50,0,0,0,5,1,33,6
2021-04-11,Perlis,0,0,0,0,0,0,0,0,0
2021-04-11,Pulau Pinang,113,112,1,0,0,5,1,98,9
2021-04-11,Sabah,127,127,0,0,0,16,11,80,20
2021-04-11,Sarawak,443,436,6,1,0,68,45,279,50
2021-04-11,Selangor,535,531,4,0,0,17,13,458,21
2021-04-11,Terengganu,34,34,0,0,0,9,3,20,1
2021-04-11,W.P. Kuala Lumpur,96,96,0,0,0,6,1,83,6
2021-04-11,W.P. Labuan,4,4,0,0,0,0,0,4,0
2021-04-11,W.P. Putrajaya,11,11,0,0,0,1,3,7,0
2021-04-12,Johor,61,61,0,0,0,4,4,46,7
2021-04-12,Kedah,47,46,1,0,0,2,6,30,9
2021-04-12,Kelantan,58,58,0,0,0,5,15,30,8
2021-04-12,Melaka,11,11,0,0,0,1,1,9,0
2021-04-12,Negeri Sembilan,63,62,1,0,0,1,0,15,3
2021-04-12,Pahang,32,32,0,0,0,0,2,28,2
2021-04-12,Perak,21,21,0,0,0,4,1,14,2
2021-04-12,Perlis,2,2,0,0,0,0,0,2,0
2021-04-12,Pulau Pinang,112,112,0,0,0,10,4,94,4
2021-04-12,Sabah,109,108,1,0,0,19,7,62,20
2021-04-12,Sarawak,351,346,5,0,0,46,33,214,54
2021-04-12,Selangor,303,302,1,0,0,22,7,245,24
2021-04-12,Terengganu,22,22,0,0,0,3,0,18,1
2021-04-12,W.P. Kuala Lumpur,116,116,0,0,0,6,0,102,8
2021-04-12,W.P. Labuan,0,0,0,0,0,0,0,0,0
2021-04-12,W.P. Putrajaya,9,9,0,0,0,0,0,9,0
2021-04-13,Johor,74,74,0,0,0,6,1,64,3
2021-04-13,Kedah,39,38,1,0,0,5,4,25,4
2021-04-13,Kelantan,103,102,0,1,0,11,17,63,12
2021-04-13,Melaka,17,17,0,0,0,1,0,15,1
2021-04-13,Negeri Sembilan,29,29,0,0,0,1,2,21,5
2021-04-13,Pahang,14,14,0,0,0,0,1,12,1
2021-04-13,Perak,36,36,0,0,0,0,1,34,1
2021-04-13,Perlis,0,0,0,0,0,0,0,0,0
2021-04-13,Pulau Pinang,92,90,2,0,0,6,5,77,4
2021-04-13,Sabah,117,116,1,0,0,17,9,72,19
2021-04-13,Sarawak,607,604,3,0,0,85,32,425,61
2021-04-13,Selangor,483,482,0,1,0,26,12,400,32
2021-04-13,Terengganu,13,13,0,0,0,3,2,7,1
2021-04-13,W.P. Kuala Lumpur,133,133,0,0,0,7,1,115,10
2021-04-13,W.P. Labuan,3,3,0,0,0,1,0,2,0
2021-04-13,W.P. Putrajaya,7,7,0,0,0,3,0,4,0
2021-04-14,Johor,84,84,0,0,0,7,6,66,5
2021-04-14,Kedah,53,53,0,0,0,3,23,23,4
2021-04-14,Kelantan,226,220,4,2,0,28,80,99,19
2021-04-14,Melaka,6,6,0,0,0,0,0,5,1
2021-04-14,Negeri Sembilan,51,51,0,0,0,5,2,34,9
2021-04-14,Pahang,13,12,1,0,0,4,1,8,0
2021-04-14,Perak,56,56,0,0,0,6,3,39,8
2021-04-14,Perlis,3,3,0,0,0,0,1,2,0
2021-04-14,Pulau Pinang,92,92,0,0,0,7,4,66,15
2021-04-14,Sabah,142,142,0,0,0,16,43,74,9
2021-04-14,Sarawak,489,477,10,2,0,71,30,267,50
2021-04-14,Selangor,517,516,1,0,0,24,19,407,38
2021-04-14,Terengganu,14,14,0,0,0,3,1,8,2
2021-04-14,W.P. Kuala Lumpur,134,134,0,0,0,5,5,118,5
2021-04-14,W.P. Labuan,1,1,0,0,0,0,0,1,0
2021-04-14,W.P. Putrajaya,8,8,0,0,0,2,1,4,1
2021-04-15,Johor,182,182,0,0,0,2,9,163,8
2021-04-15,Kedah,26,26,0,0,0,3,0,21,2
2021-04-15,Kelantan,221,217,2,2,0,18,80,99,23
2021-04-15,Melaka,53,53,0,0,0,0,11,42,0
2021-04-15,Negeri Sembilan,34,34,0,0,0,4,1,13,16
2021-04-15,Pahang,34,34,0,0,0,3,3,21,7
2021-04-15,Perak,51,51,0,0,0,4,1,45,1
2021-04-15,Perlis,1,1,0,0,0,0,0,1,0
2021-04-15,Pulau Pinang,134,134,0,0,0,5,3,120,6
2021-04-15,Sabah,202,200,2,0,0,32,50,101,19
2021-04-15,Sarawak,512,507,2,3,0,68,47,319,69
2021-04-15,Selangor,459,455,4,0,0,26,18,369,33
2021-04-15,Terengganu,57,57,0,0,0,13,7,31,5
2021-04-15,W.P. Kuala Lumpur,171,169,1,1,0,5,4,149,13
2021-04-15,W.P. Labuan,3,3,0,0,0,2,0,1,0
2021-04-15,W.P. Putrajaya,8,8,0,0,0,3,0,5,0
2021-04-16,Johor,121,121,0,0,0,3,5,97,7
2021-04-16,Kedah,35,35,0,0,0,4,4,23,4
2021-04-16,Kelantan,164,160,2,2,0,21,33,94,16
2021-04-16,Melaka,28,28,0,0,0,1,0,26,1
2021-04-16,Negeri Sembilan,53,53,0,0,0,5,3,32,12
2021-04-16,Pahang,47,47,0,0,0,1,3,39,4
2021-04-16,Perak,49,49,0,0,0,0,1,42,2
2021-04-16,Perlis,2,2,0,0,0,2,0,0,0
2021-04-16,Pulau Pinang,91,88,2,1,0,7,0,78,6
2021-04-16,Sabah,143,141,2,0,0,12,22,96,13
2021-04-16,Sarawak,960,951,9,0,0,92,61,740,58
2021-04-16,Selangor,590,588,2,0,0,49,28,472,36
2021-04-16,Terengganu,16,16,0,0,0,2,2,11,1
2021-04-16,W.P. Kuala Lumpur,245,244,0,1,0,14,6,206,19
2021-04-16,W.P. Labuan,1,1,0,0,0,0,0,1,0
2021-04-16,W.P. Putrajaya,6,6,0,0,0,1,1,4,0
2021-04-17,Johor,100,99,1,0,0,6,6,85,3
2021-04-17,Kedah,45,44,1,0,0,4,10,26,5
2021-04-17,Kelantan,225,215,9,1,0,33,70,105,17
2021-04-17,Melaka,9,9,0,0,0,0,1,7,1
2021-04-17,Negeri Sembilan,89,89,0,0,0,5,7,47,5
2021-04-17,Pahang,20,19,0,1,0,1,1,15,3
2021-04-17,Perak,42,42,0,0,0,4,2,33,3
2021-04-17,Perlis,1,1,0,0,0,0,0,1,0
2021-04-17,Pulau Pinang,116,115,1,0,0,4,6,101,5
2021-04-17,Sabah,163,162,1,0,0,30,30,84,19
2021-04-17,Sarawak,512,507,5,0,0,55,139,279,37
2021-04-17,Selangor,751,746,4,1,0,75,50,557,63
2021-04-17,Terengganu,0,0,0,0,0,0,0,0,0
2021-04-17,W.P. Kuala Lumpur,252,252,0,0,0,12,4,225,11
2021-04-17,W.P. Labuan,2,2,0,0,0,0,0,2,0
2021-04-17,W.P. Putrajaya,4,4,0,0,0,0,1,3,0
